SalesID,SalePrice
1228277,26925.761777053183
1228287,72089.67306900378
1228288,44139.01419355377
1228289,17600.419458481592
1228290,20533.419943989556
1228291,19621.50247466271
1228292,36542.31477679904
1228293,39697.40014603373
1228305,52585.76075230047
1228314,26841.495259851083
1228315,55766.795263709995
1228320,18523.012579439408
1228326,21500.553372269373
1228328,17435.900499733903
1228329,13339.913966677126
1228330,23842.203008614088
1228332,45538.66901930464
1228333,20145.984548413628
1228345,20708.61664349643
1228351,15100.702841934944
1228352,18639.746553105164
1228353,11047.615516795537
1228354,34592.54039923493
1228356,37506.959315936285
1228357,10904.981399758744
1228359,33839.30410575036
1228360,40002.927312596825
1228361,28854.045030149962
1228362,28275.79911050182
1228364,28634.692773199742
1228365,30606.93838750211
1228367,29561.408023007923
1228368,30719.23303177921
1228369,8473.316595429771
1228371,25849.69321878915
1228374,17947.72441239483
1228375,9780.080722625617
1228376,27317.84520285372
1228380,15901.64306493596
1228381,16223.42916367866
1228384,12797.25244401753
1228385,12991.403233630808
1228386,12166.525613586651
1228387,12720.67066246311
1228389,12205.211572426764
1228391,21426.067044590625
1228394,20830.938195564937
1228395,17861.90815220031
1228400,44141.49618786658
1228401,21573.587600805407
1228402,28578.62709344265
1228403,39109.35318519009
1228404,58952.53195494751
1228406,13207.88004016044
1228411,27230.688877432916
1228415,44295.71699161495
1228416,44617.14450186418
1228421,22211.80082938791
1228422,52904.492273213924
1228424,22674.00269757571
1228426,14688.924448980446
1228429,23079.8900457295
1228430,22918.05317957278
1228437,48987.20925785457
1228438,12316.465291716466
1228439,28878.476526990362
1228442,71880.84370392442
1228494,11181.128871248193
1228496,25243.65544151315
1228498,54439.59924742287
1228499,60828.89421631335
1228503,20308.21864933217
1228506,12103.576269314142
1228508,13922.822172778431
1228509,18667.458832193322
1228510,11706.936213101022
1228518,12329.637304087899
1228519,35347.274009714485
1228524,12166.242842800568
1228525,41507.793849212816
1228533,43390.98050038388
1228535,63711.795218107494
1228536,64908.42202235518
1228542,11303.237087858255
1228553,33784.3311048867
1228561,15295.248136201164
1228562,31436.32562673257
1228568,23344.3752686348
1228569,33255.12306981544
1228570,55680.05033572954
1228572,60518.17233543858
1228573,24941.909672662117
1228575,37566.92513815049
1228579,18111.63417362331
1228582,31675.525263812488
1228583,35532.69634345676
1228586,39401.50372601513
1228590,30630.9445423023
1228591,66228.83368265122
1228593,52490.14218839228
1228594,53858.337355207426
1228595,13533.666809211523
1228598,26399.215490742146
1228604,17179.472522495354
1228605,26707.812724615815
1228606,33933.47465572183
1228618,8031.458816963716
1228619,25672.728470875525
1228622,13267.596338705385
1228623,30326.794396624777
1228627,29857.5072866702
1228628,32714.59664607669
1228629,32884.23075742265
1228630,31213.448999185188
1228631,33563.162032706685
1228633,32563.320525615283
1228634,21585.00203852686
1228635,27908.42356357412
1228640,26537.815284088218
1228641,32273.87647632672
1228642,29386.90928354623
1228643,25020.24440101603
1228648,15067.323914236335
1228649,30697.910152694258
1228650,12867.940614359197
1228654,46620.252218088186
1228658,27388.729921470236
1228659,45494.91326109814
1228660,26490.75070082682
1228669,15901.334459895916
1228670,11829.029331517233
1228672,30423.03454712397
1228674,12643.80675204111
1228675,23611.300834030957
1228678,15592.755279572946
1228681,25428.935670621926
1228682,32209.768277593488
1228683,27541.659463430868
1228684,27723.555766009344
1228685,28512.37404090992
1228699,27568.159150336673
1228700,27915.599190819223
1228702,30544.458049063745
1228703,33972.28243304979
1228706,42038.053056961995
1228714,52135.63310318468
1228724,26284.594608981344
1228727,11510.24846435621
1228730,32897.294926077826
1228731,17026.851714562235
1228733,19426.111996385116
1228734,22292.000123388898
1228735,17407.81591357797
1228736,16854.313448781813
1228737,45924.615016390024
1228738,57492.72128015629
1228744,7562.868370230082
1228746,10392.06013549677
1228750,31076.493314517735
1228751,23146.424292682703
1228757,33386.527569118
1228759,34222.59891519025
1228760,34153.28039672903
1228761,40041.17047178895
1228762,29439.284893182717
1228763,40572.80675009421
1228764,39249.172050706155
1228776,48516.72793850653
1228779,25664.17414533722
1228781,35825.36927963171
1228785,26049.541401363233
1228788,26955.102593041687
1228789,17677.92006212646
1228794,39532.51034219369
1228795,40580.36458428039
1228809,28445.153888564666
1228816,20447.184135170242
1228818,15315.472876889724
1228822,17436.348806827933
1228824,26476.276855032796
1228829,18688.548031426773
1228831,31393.278149604757
1228833,34974.02788936973
1228835,22622.42385735624
1228837,24888.65822446769
1228846,26726.371353631574
1228847,30171.359609578994
1228850,24471.229301918214
1228854,23485.076439762484
1228858,27087.722571342212
1228859,39379.85770315071
1228863,54252.18322224895
1228865,30701.59439019682
1228866,41632.69531831256
1228867,30619.11135473039
1228871,50109.621585462664
1228872,43055.25104308039
1228874,12240.259695311011
1228876,15206.78001946369
1228877,15188.344898620478
1228878,15208.468435214605
1228879,11854.026682352996
1228881,13998.569211330749
1228888,9446.411690769171
1228890,15213.80949195035
1228894,11963.84421865045
1228896,8724.702995791207
1228899,24152.363584148792
1228902,41384.505818787075
1228907,62101.465278717755
1228914,16888.960094620263
1228919,28034.82168352838
1228922,11232.614687751886
1228924,29996.567487167027
1228926,26406.2169332638
1228929,40107.13222200106
1228933,72826.18204509112
1228935,9143.836028867461
1228936,9090.562608388158
1228940,42084.9063655736
1228946,47466.92963789587
1228951,33497.072979289165
1228952,34210.9859182021
1228953,58513.391665487405
1228969,42091.70001265608
1228985,28881.239800880114
1228994,30779.810167079457
1228995,25309.193240637043
1228996,11433.677820011313
1228997,11884.107673755254
1228998,28943.544493040878
1228999,31744.5241023063
1229003,11296.657649057934
1229004,11265.53853673655
1229005,11421.971827889269
1229006,37525.79096196264
1229007,26943.613457663927
1229008,11932.931264849105
1229009,12317.296517063749
1229017,24228.56659552667
1229025,18265.88446922829
1229027,19462.87499909251
1229028,30141.06665849249
1229043,16736.210286832706
1229047,12723.757120169927
1229049,18956.116852923853
1229052,18684.286114003746
1229053,22594.597862652132
1229054,26114.35152911243
1229055,32190.42167662121
1229057,31213.724348191197
1229065,36022.37503430145
1229080,12359.916818833719
1229083,23511.013976625567
1229086,43479.83500204754
1229087,27959.268420492153
1229092,34679.74938870581
1229096,13765.99837333454
1229099,26061.478003294775
1229100,25187.006483767254
1229101,25081.516610818657
1229102,54074.78378897714
1229103,35057.82556053025
1229104,15422.585960612074
1229105,28724.92592060883
1229112,18776.666517880356
1229114,46150.40266978165
1229119,44704.446904789394
1229128,19173.13887181934
1229129,29686.37881032543
1229133,67158.07919543858
1229135,73511.32134131684
1229137,24673.99607709668
1229138,46208.62759709959
1229139,12217.022262634493
1229140,58435.50185030564
1229142,9668.208938280597
1229143,9825.043880017756
1229148,10079.35857272401
1229150,66219.26064280841
1229220,8256.250251304473
1229223,45469.96515009802
1229227,30864.830131295304
1229236,38924.47269949044
1229241,15190.828862074679
1229242,20805.096352832323
1229257,38515.18520873459
1229262,13934.421364850627
1229289,18691.83360414295
1229290,27214.293866537766
1229291,11316.876175331712
1229292,18323.74995066195
1229293,19041.488642908105
1229295,12678.124525684265
1229296,17278.394030166062
1229300,59090.007579150944
1229314,54220.250804212614
1229315,41232.68839894479
1229316,19114.024684530195
1229321,13169.185731432224
1229322,23567.83825292193
1229323,25414.251973049788
1229324,23511.91359422694
1229329,23762.321351467806
1229331,22799.023817214093
1229336,53965.26877257329
1229337,55437.93625509026
1229338,43354.662301927136
1229344,26573.633962900367
1229353,32830.9966542027
1229368,19498.811871990183
1229372,11165.946573485855
1229387,10714.026331133491
1229388,13786.877119133664
1229395,68101.54497685368
1229396,55822.12049470854
1229397,30202.636539181294
1229399,43804.73450275979
1229402,9763.853706304184
1229403,9377.014059371786
1229409,50776.38918479841
1229415,59637.574491126565
1229422,34953.8455783787
1229425,12553.524151986654
1229428,11829.75320673576
1229429,13189.171690464584
1229439,41729.98354243563
1229443,24313.39283519654
1229444,8410.745325937576
1229454,12238.22395902203
1229455,9583.603182413064
1229459,15802.292539962767
1229463,7271.2814013134675
1229471,29682.7456187549
1229473,25832.83059410778
1229474,40663.02049181563
1229475,56468.38350016003
1229476,65843.79812308638
1229477,41788.494276879996
1229480,24727.827843478928
1229497,24291.707840180872
1229498,13254.267586132983
1229511,11606.92816028938
1229513,30773.313774145823
1229514,34270.779235539805
1229515,36289.55887148629
1229516,40702.586297845475
1229517,12909.114359530337
1229518,15570.934228501314
1229519,32958.699522056806
1229520,33509.74735766346
1229521,33431.0491654236
1229522,35826.19217564342
1229523,13552.623444968332
1229536,27403.54841380782
1229539,32782.89664473505
1229541,11514.839905622412
1229543,10119.276187977106
1229546,13368.214592706521
1229547,12433.725137106328
1229548,12793.238460458339
1229549,11965.09155826126
1229553,51613.054069619575
1229564,73164.04048358666
1229567,16251.65520406004
1229580,41379.8506071159
1229581,15288.712872958198
1229582,31823.6671627408
1229583,32714.920968083872
1229585,8593.069966718847
1229586,32640.439566157576
1229589,10818.837147223721
1229590,31096.844172936162
1229591,10771.253055842573
1229594,11607.18242216235
1229597,13512.740969819311
1229601,31025.765714119458
1229604,12676.03569394364
1229606,11135.89004458327
1229609,48013.48674211536
1229620,8651.970297255333
1229622,40768.243652978745
1229624,27941.63192244314
1229639,9462.485214051134
1229646,27477.607810576174
1229648,26499.886165751755
1229649,8898.140523708127
1229654,25492.29109174364
1229656,24059.07947756792
1229657,25018.623206104363
1229671,17724.92650176047
1229672,20205.609908224124
1229676,20919.908129245247
1229677,30734.890967092295
1229679,11962.315117008557
1229680,25777.763234013742
1229681,18160.15336819084
1229689,62745.96357619921
1229690,37918.15667560913
1229691,55994.63055041125
1229708,20289.48406548891
1229711,20916.97016687884
1229726,29444.220165104744
1229728,68112.12194132675
1229729,67242.47741930986
1229730,13289.78885212184
1229734,34704.86558598206
1229739,8203.454825563247
1229740,14097.157513212142
1229741,11822.327598154012
1229742,10284.882474833299
1229743,12747.59764583038
1229754,15408.530554213266
1229759,32139.58215069597
1229762,19224.413771173462
1229763,10777.52647815947
1229772,36585.02244429039
1229775,33252.37364465524
1229777,26302.640758640024
1229783,29481.590940866412
1229784,43738.282366803374
1229785,40842.216509149745
1229789,25454.561498432275
1229790,26084.13754461294
1229795,26564.587435744805
1229798,16516.32076113254
1229804,19666.437342231453
1229807,35624.071229839414
1229809,17645.05786104209
1229810,23434.821162411106
1229811,15353.542760788116
1229812,58265.62300319158
1229814,25339.564212322814
1229816,28060.236887024075
1229817,24759.680781179806
1229820,54852.097798572264
1229821,9910.62320334238
1229822,13163.426127165096
1229825,25865.455651680237
1229827,15774.903176980404
1229832,13321.107907583093
1229841,26266.75754356749
1229842,27622.38517495377
1229848,32456.925113342884
1229860,29872.997872542594
1229862,16093.718484198667
1229869,17079.500308037615
1229873,52417.07514738747
1229874,62744.90989484082
1229875,50378.330646063296
1229876,13397.590748814486
1229877,12489.702138065659
1229878,50305.81860690221
1229879,13960.628944835615
1229884,14700.74136288133
1229889,60356.27481654174
1229890,67224.9212996818
1229893,39338.7201081035
1229896,23311.691195327126
1229902,48169.31218012294
1229905,27491.25052207434
1229906,21293.608510636004
1229907,23818.72369065071
1229908,22189.380307209514
1229910,12031.852247261973
1229924,32827.16129675184
1229927,24211.856714512847
1229928,20335.412616357822
1229929,72866.563038365
1229930,20028.38628748327
1229932,51022.822039353225
1229934,14288.886387673858
1229937,35101.92173804578
1229939,33407.990532360775
1229942,11463.20735036711
1229948,24108.054555188664
1229955,18822.1358229459
1229970,8869.468085631745
1229974,64445.82452325205
1229975,63693.41191306931
1229977,16877.808646408987
1229999,30639.86993343807
1230003,24511.311709800102
1230004,23133.45035396976
1230005,23761.64704662781
1230008,12386.137809158037
1230010,14086.895334242377
1230011,9641.40902940018
1230014,15000.796198325905
1230018,24042.230599478353
1230019,24018.170775179555
1230020,8685.11873323806
1230021,8623.455602098662
1230022,30659.01344613357
1230025,30828.585996356916
1230029,11351.908178756992
1230030,11320.78906643561
1230032,47629.06821282855
1230037,22551.8228260771
1230038,21082.598564620734
1230039,32881.269226368546
1230041,29783.41832352025
1230047,25670.413457348834
1230094,28217.046861927796
1230106,55932.65801260495
1230114,24277.888738502268
1230117,65187.07704158495
1230120,24981.358099892186
1230121,13478.18127090137
1230122,26120.05181247874
1230123,38700.024517182304
1230133,13397.49043978922
1230139,17551.860119009812
1230140,10205.362996745645
1230146,27318.868075093695
1230149,18775.44952093882
1230150,23269.724056705487
1230156,69480.91179284813
1230162,72385.99879209102
1230165,34361.85782924315
1230166,35009.864319983826
1230167,35745.656756825054
1230169,56876.358729711465
1230170,72730.5242618398
1230171,61846.868181929654
1230172,26506.454598093198
1230173,27522.34987986176
1230174,27522.34987986176
1230175,60702.07904043174
1230176,60838.47899318895
1230177,60397.45546276913
1230178,32917.41365416232
1230179,33062.18298489657
1230181,49226.07096928152
1230210,13082.69305718098
1230216,38641.98778550089
1230217,35350.866825508005
1230221,22108.24213832744
1230222,25855.640709238996
1230227,51087.65794897413
1230230,27324.246444619686
1230232,48501.58104266631
1230233,15723.886060816953
1230234,15915.05560960079
1230235,46701.59586123258
1230236,54631.558604628925
1230237,32972.639617509216
1230238,37335.14131897531
1230239,29866.072771413114
1230265,18312.92284376843
1230266,25973.92933394631
1230267,26763.854866661128
1230268,26933.17294545774
1230274,9079.663934148066
1230277,38225.11921835594
1230286,14701.548733375319
1230287,27349.675698537572
1230294,28774.831861815597
1230300,77711.9389164391
1230301,72504.85280608243
1230303,48301.33825135266
1230305,51753.07933734097
1230309,53618.01012165477
1230312,73814.73483145013
1230314,54842.858928596164
1230321,76857.46054225728
1230322,50537.96105686941
1230324,81138.76359966863
1230325,79554.76214286406
1230326,46584.8780890424
1230327,31293.9956912235
1230328,27860.71497475461
1230329,13865.70881777938
1230338,50265.25804503536
1230339,61660.00514395655
1230341,8000.506381134777
1230342,22946.96225785489
1230364,56364.75755530064
1230366,55078.54410559365
1230369,15880.330150101967
1230370,16148.319518221622
1230374,28135.212393727837
1230376,9945.613363305432
1230389,64184.68915811666
1230390,31144.842582006142
1230391,42069.479684403115
1230393,21216.496785077674
1230401,67338.86388867561
1230404,52460.12838017635
1230405,10360.46561965583
1230409,10839.044287075441
1230410,10845.004677232811
1230411,10785.424428357543
1230412,10941.271790871573
1230413,10701.30964481616
1230414,16808.78794228514
1230420,57452.00968212533
1230421,66417.80323120196
1230422,21330.82610764401
1230423,21291.05155047815
1230424,21287.314176740772
1230425,21133.690439367037
1230426,21978.93289995062
1230427,22082.91044716187
1230428,21949.29265291907
1230429,21953.737097363515
1230430,21940.044011061735
1230431,21953.737097363515
1230432,22027.95609897382
1230433,22000.828324787224
1230434,21900.269453895875
1230435,21839.15306257115
1230436,21869.66769182352
1230437,21978.93289995062
1230438,22117.426475795546
1230439,21812.884575702174
1230440,21925.963898340317
1230441,21895.5552791817
1230442,22356.32333742873
1230443,59719.64194174445
1230446,59859.259307486296
1230447,64162.627365842956
1230448,25433.975743063187
1230457,42086.03064208588
1230458,44781.55017765968
1230463,26708.367728857287
1230464,15954.936779300511
1230477,15448.034745640145
1230481,28468.24154848129
1230495,48988.979106613195
1230496,49827.675658408305
1230498,40901.068712274035
1230499,33456.51756692781
1230502,28019.7945798269
1230503,21494.370345016367
1230513,28329.27180260207
1230514,18083.589545577528
1230519,27794.7292767569
1230520,28473.684005474268
1230521,21884.545812822784
1230522,25346.074344893234
1230523,31955.788346321424
1230529,10973.342421673562
1230530,11175.338683505637
1230533,48809.84336209334
1230534,29568.60909044116
1230536,20015.31364360715
1230538,11119.411061971685
1230544,23729.92178009851
1230549,33265.27591092737
1230554,15450.082041983092
1230555,37551.13403471732
1230557,7625.93241902568
1230559,57303.9739447846
1230560,32061.307253142266
1230566,28378.297769844652
1230567,27184.2596405477
1230568,27095.55834679247
1230570,36446.59464588277
1230571,13653.090832043194
1230572,31377.557483189703
1230573,28811.366067828098
1230574,39900.643178799306
1230575,19201.459281638538
1230576,33916.908553172754
1230577,32514.164875632545
1230582,32026.908389185883
1230583,32066.44525944114
1230584,39341.57885131393
1230585,33353.33720771735
1230591,8584.4923618335
1230597,13940.176686772389
1230598,9962.80800963464
1230611,35832.666419981564
1230613,47611.883294440566
1230615,11325.814257007754
1230617,26203.75215438222
1230618,8594.70582938733
1230619,8676.489157583519
1230620,9025.511700679399
1230634,43560.13282749297
1230635,44696.61699194197
1230636,12495.646040717173
1230637,8799.014777791868
1230646,52365.63626297884
1230650,68009.98127546384
1230653,23865.875446171318
1230654,12500.581064281827
1230662,12732.654182440469
1230668,20227.180569737076
1230669,20493.111532787454
1230670,21779.634335058323
1230671,20533.184353327757
1230673,35869.07327183229
1230676,22895.000476451838
1230677,22390.393639864753
1230678,26195.55809637272
1230693,32834.19205012165
1230697,11092.820501457221
1230700,12100.739545866842
1230701,11520.506378594522
1230706,46187.32041222111
1230708,36008.41989087968
1230710,26142.310174799208
1230711,30917.17085450219
1230712,21434.709167114972
1230715,13048.183511219473
1230716,29188.984402677434
1230718,11662.724490657438
1230740,28942.576897090607
1230742,10743.604168741147
1230746,11677.57670023209
1230752,20005.9368951482
1230754,12985.841301060831
1230756,28185.026225306487
1230757,10625.513986574235
1230760,12924.9780959672
1230761,13222.769699675951
1230762,16145.340821239164
1230767,9001.993979055384
1230789,50023.669911032
1230792,11068.14819462491
1230810,46771.74390202761
1230812,60887.90169865385
1230822,68905.88403316362
1230826,49922.89900158904
1230885,33290.17866743679
1230886,27501.625531824273
1230887,13850.276515922147
1230888,25754.73825835422
1230891,26635.182515658013
1230894,31358.634253958808
1230905,25272.018365473552
1230909,30568.677365500098
1230953,16221.571527336871
1230966,38341.66314032734
1230983,30018.94983833582
1230986,54297.8170428022
1230987,33087.39933065021
1230988,26120.237135636817
1230989,56227.04991300264
1231007,8574.811109024206
1231014,65651.9273430006
1231015,52309.52972322329
1231016,67852.3751850503
1231017,13887.839783513222
1231019,50911.479961367375
1231020,65990.00136155554
1231021,35052.20901072518
1231022,17831.67814767236
1231024,40981.19259399621
1231042,23767.584304206
1231045,25688.90667530831
1231046,31714.512874720487
1231047,21522.430549517754
1231048,22212.837578137754
1231049,22109.323932913583
1231050,22374.200682625862
1231051,22249.112499204348
1231054,12482.853344089626
1231060,9146.983697001888
1231068,25737.221050288757
1231073,22527.554613015694
1231074,51554.31591531125
1231075,37344.17987781173
1231079,27800.26522364775
1231080,27532.82951734468
1231081,38117.071173532975
1231082,47837.53554554374
1231091,22680.8043786279
1231098,48519.527174577954
1231102,11238.551312037447
1231105,26371.391702010336
1231106,15168.452248817988
1231107,17631.829047079947
1231108,11914.388522438154
1231111,19602.02116070275
1231112,11515.87225313656
1231113,16678.07128456084
1231115,11490.055804733049
1231120,11759.360620366997
1231127,27551.40083816448
1231128,27816.70324356686
1231129,14151.791655716032
1231133,29437.94701752881
1231152,78315.1839848692
1231153,78510.99906618262
1231158,12315.07210449032
1231159,32627.899988543424
1231160,56098.123527170945
1231161,20180.417276053417
1231164,11715.30449924966
1231168,10880.289119485786
1231183,26442.189983540426
1231184,15370.805653235144
1231185,15302.63351587054
1231189,20318.68328747297
1231194,47713.86837255155
1231195,23362.252777481193
1231196,24561.007282676055
1231197,57137.90381157999
1231198,44046.88079733091
1231200,14637.46383797557
1231201,41521.84136838872
1231204,13450.277260138342
1231205,11881.346138961817
1231206,27306.698832886526
1231207,30227.567053355648
1231213,28492.902705731714
1231242,8690.419733377748
1231243,8129.574119722154
1231244,8968.08264204253
1231245,12127.399842639586
1231246,9851.374498062843
1231250,24424.45464160243
1231262,38774.01368552709
1231264,24646.272863246562
1231265,30465.79456658316
1231267,12008.128780919396
1231269,20991.568765569224
1231275,26369.05425259771
1231276,26596.0084020023
1231284,13346.779297398445
1231297,9451.35571065651
1231298,21891.359083483756
1231299,18749.284482275336
1231300,10148.035474005339
1231301,36214.66262465168
1231318,18314.227438644513
1231319,30327.94526574158
1231320,12846.953038123682
1231324,27851.99170269812
1231326,26278.972198476302
1231331,34991.46939080071
1231332,36850.02448210433
1231333,41916.774927005805
1231334,56492.99703459423
1231336,9394.36834968516
1231340,12640.502835982192
1231342,27037.804379991725
1231344,47316.44529429605
1231346,8126.498827255339
1231347,8896.727723944443
1231363,15541.753417412578
1231382,9203.782137249764
1231387,18216.810577717803
1231394,33884.309534144864
1231395,26712.994059248067
1231396,36109.33215167089
1231397,29828.15561678313
1231398,42799.58421207467
1231402,30743.64480825461
1231405,11652.305615615147
1231418,16634.55627618303
1231427,10447.977771126256
1231432,28988.787843854152
1231438,25460.17864407779
1231439,11167.94317531024
1231440,19082.820348402096
1231441,28679.16356205962
1231444,13382.440667414405
1231445,11352.210166799243
1231446,59298.86738918021
1231447,25610.1031950076
1231449,13061.50926554629
1231451,33378.816099266194
1231453,30517.852682810397
1231457,58455.970271644626
4244769,11261.281233213635
4245421,11319.542870249874
4245631,15210.010857614077
4245744,11493.12556827791
4245803,63667.17894885741
4245945,53662.79499551641
4245946,53043.538845746094
4245963,37024.3917962396
4245974,34134.157180637325
4245977,53993.298236470495
4246000,54912.04726281235
4246035,19974.817286059257
4246304,32145.759412383184
4246330,31596.32506577834
4246394,33761.615497970946
4246516,38671.87702465404
4247100,62934.25211003886
4247186,39874.59060640847
4247558,11221.60828214901
4247587,11384.64819859363
4247591,13426.321614419327
4247806,9806.328470296568
4247847,13130.347849226091
4247848,12931.840528506382
4248148,11570.272947730555
4248188,8785.84653830193
4248195,8789.206547120271
4248592,12845.829656173053
4248639,28385.903772690737
4248804,30332.66249980198
4249085,48627.38909206682
4249434,11619.506387618228
4249500,12088.440411471438
4249501,13677.070382890088
4249564,14560.767364427795
4249598,14566.362395515484
4249657,16518.196796851873
4249784,17667.589259510078
4249870,17806.761029772857
4249900,17483.14819199335
4250006,18030.8778455767
4250011,19256.998880020063
4250165,22014.62018417113
4250166,18646.199228672584
4250170,18638.22808978756
4250180,18931.601686180627
4250181,19068.386174312538
4250187,18943.488746560335
4250189,18917.653734724838
4250195,18670.132851692324
4250196,22151.41540881047
4250532,17620.693730570925
4250533,20908.869539568554
4250720,25542.802928274228
4250723,20443.697860658544
4250724,22037.370550983156
4250736,22596.408615062366
4250737,21704.15626526887
4250740,20551.633979550545
4250761,26261.057746939063
4251102,25838.730632611896
4251551,26263.692360955436
4251556,26906.61114381776
4251567,23247.245334398114
4251571,25827.446717905343
4251577,23220.94903810182
4251578,25695.748153312037
4251599,21799.799034233813
4251600,26263.692360955436
4251932,13070.357521983322
4252078,27096.357782976233
4252090,27243.9882543567
4252210,26350.401944749625
4252211,26746.252263536957
4252220,28728.292686198223
4252230,27235.025704127365
4252433,29648.548386195427
4252435,29334.15960157104
4252518,26668.828323339832
4252528,15219.42751096131
4252745,27288.24674719037
4252771,27098.757586496406
4253077,69429.98128569688
4253122,28201.600358545667
4253168,70814.06067972656
4253319,12576.596685782142
4253334,13942.094466920591
4253816,17844.519551980753
4253821,17726.008107295263
4254197,21678.37133676226
4254420,18821.093549750545
4254430,19020.043029210312
4254432,19349.603655312603
4255593,29973.331696473615
4256309,32374.83762683873
4256767,17688.38048935142
4256944,20345.8275325058
4256946,18786.611981053065
4256949,20495.739062567245
4257562,29200.861134978953
4257625,11136.462213933743
4257911,20597.28191583854
4258258,20913.7125454832
4258379,25629.781926473748
4258743,43209.00400540912
4258746,42259.38050289637
4259415,35813.74192167051
4259422,35968.24828561959
4259441,36171.94195319453
4259443,38383.51082548574
4259495,27278.795102107215
4259919,19865.249140931177
4260544,58019.568402380486
4261266,27734.408741289502
4261719,27927.829196509705
4261850,20875.688570375212
4262040,25478.759985041954
4262383,26731.39450810505
4262648,41231.93080258761
4263175,42420.58252902165
4263629,21421.73468694141
4263635,21963.853038301568
4263640,26169.58517803019
4263743,13642.390457173544
4263815,13587.632865169624
4263994,12273.665863668455
4264243,19778.914548342058
4264883,12430.436657500637
4264937,38653.88403366976
4265049,30936.583695128214
4265438,49464.21537300397
4265461,39526.36030781607
4265929,32927.08248401972
4265934,36499.07171817117
4266464,20474.48454523011
4266504,21130.06115629738
4266674,56276.36028935507
4266675,58393.7167183727
4266764,29583.74890524852
4266861,38160.14278717117
4266946,9074.164644524455
4267214,19395.57463326471
4267312,19439.190309378955
4267490,28363.95960210033
4267760,28092.584890052567
4267763,31358.035241583028
4267780,28494.231132915782
4268060,47780.13660810574
4268061,52539.111136785315
4268197,28264.37456850949
4268315,15991.182200547284
4268505,39442.36971359586
4268714,7111.85042679901
4268732,9101.4454597196
4269337,34677.55893978311
4269357,42537.31324194282
4269612,20877.616888680088
4269613,21457.011676627695
4269930,32655.836127255396
4270060,10739.027770384451
4270062,10800.104148371158
4270063,10605.647089909859
4270064,9443.928884819066
4270066,9416.670981472875
4270914,17710.988021061483
4270948,19280.16258427018
4271189,22182.112436550808
4271195,14050.453066312204
4271342,24349.571927269444
4272082,21666.53394233452
4272591,21338.123308182257
4273027,39721.514524993785
4273392,47369.74949289908
4273722,35865.90767498469
4273931,16232.0785819229
4274690,19382.308219070674
4274691,20639.56061613323
4274696,18644.589906134774
4274697,18659.792136397136
